sku,product_name,category_id,category_name,category_path
10219324,"Память Adata 16GB DDR4 3200MHz XPG GAMMIX D10 Black Gaming Memory AX4U32008G16A-DB10 Non-ECC, CL16, 1.35V, Heat Shield, Kit (2x8GB), RTL",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10219328,"Память Adata 16GB DDR4 3200 DIMM XPG SPECTRIX D41 RGB Grey Gaming Memory AX4U32008G16A-DT41 Non-ECC, CL16, 1.35V, Heat Shield, Kit (2x8GB), RTL",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10219361,"Оперативная память Adata 16GB DDR4 3200 DIMM XPG SPECTRIX D50 RGB Grey Gaming Memory AX4U320016G16A-ST50 Non-ECC, CL16, 1.35V, Heat Shield, RTL",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10219382,"Модуль памяти ADATA   16GB (2 x 8Gb)  DDR4 UDIMM, XPG SPECTRIX D50, 3200MHz CL16-20-20, 1.35V, RGB + Белый Радиатор.",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10219383,"Процессор AMD CPU EPYC 7003 Series (32C/64T Model 7513 (2.6/3.65GHz Max Boost, 128MB, 200W, SP3) Tray",91019,Процессоры (CPU),Все товары / Компьютерная техника / Комплектующие / Процессоры (CPU)
10219431,"Модуль памяти 32GB ADATA DDR4 3200 DIMM XPG SPECTRIX D50 RGB Grey Gaming Memory AX4U320032G16A-ST50 Non-ECC, CL16, 1.35V, Heat Shield, RTL",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10219512,"Память Adata 8GB DDR4 3200MHz XPG SPECTRIX D41 RGB Grey Gaming Memory AX4U32008G16A-ST41 Non-ECC, CL16, 1.35V, Heat Shield, RTL",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10219718,"Мышь Genius Mouse DX-120 (Cable, Optical, 1000 DPI, 3bts, USB) Red",70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10219840,"POP фильтр, диаметр 31 мм. VESTON MH019",70261703,Аксессуары для микрофона,Все товары / Электроника / Аудио- и видеотехника / Аксессуары / Аксессуары для микрофонов / Аксессуары для микрофона
10219843,"Стойка микрофонная настольная, хром VESTON MS031-1",70264165,Стойки микрофонные,Все товары / Электроника / Аудио- и видеотехника / Аксессуары / Аксессуары для микрофонов / Стойки микрофонные
10219877,Процессор Intel Core I5-11600K Soc-1200 3.9GHz OEM,91019,Процессоры (CPU),Все товары / Компьютерная техника / Комплектующие / Процессоры (CPU)
10220096,"Телевизор Samsung 43"" UE43AU7100UXCE",90639,Телевизоры,Все товары / Электроника / Аудио- и видеотехника / Телевизоры
10220218,Материнская плата MSI B560M-A PRO Soc-1200 Intel B560 2xDDR4 mATX AC`97 8ch(7.1) 2.5Gg+VGA+HDMI,91020,Материнские платы,Все товары / Компьютерная техника / Комплектующие / Материнские платы
10220232,Материнская плата MSI A520M PRO Soc-AM4 AMD A520 2xDDR4 mATX AC`97 8ch(7.1) GbLAN RAID+VGA+HDMI+DP,91020,Материнские платы,Все товары / Компьютерная техника / Комплектующие / Материнские платы
10220434,Оперативная память 16Gb DDR4 4133MHz Adata XPG Spectrix D50 RGB (AX4U41338G19J-DT50) (2x8Gb KIT),191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10220436,Оперативная память Adata AX4U41338G19J-DT60 DIMM 16GB (2 x 8 ГБ) PC33000 DDR4,191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10220526,Память ADATA 32Gb DDR4 3200MHz XPG Gammix D10 (AX4U320016G16A-DB10) (2x16Gb KIT),191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10220529,Память Kingston 4GB DDR3L 1600MHz KVR16LN11/4WP VALUERAM RTL PC3-12800 CL11 DIMM 240-pin 1.35В,191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10220530,Оперативная память KINGSTON DIMM 8GB PC12800 DDR3 KVR16N11/8WP,191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10220531,Память Kingston 8GB DDR3L 1600MHz KVR16LN11/8WP PC3-12800 CL11 DIMM 240-pin 1.35В dual rank Ret,191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10220534,Материнская плата ASROCK B450 PRO4 R2.0 Soc-AM4 AMD B450 4xDDR4 ATX AC`97 8ch(7.1) GbLAN RAID+VGA+HDMI+DP,91020,Материнские платы,Все товары / Компьютерная техника / Комплектующие / Материнские платы
10220536,Твердотельный накопитель SSD INTEL M.2 2280 500GB QLC 670P SSDPEKNU512GZX1,16309373,Внутренние твердотельные накопители (SSD),Все товары / Компьютерная техника / Комплектующие / Внутренние твердотельные накопители (SSD)
10220811,"Телевизор LG 50"" 50NANO806PA.ARU, NanoCell черный (Ultra HD/50Hz/DVB-T2/DVB-C/DVB-S/DVB-S2/USB/WiFi/Smart TV (RUS))",90639,Телевизоры,Все товары / Электроника / Аудио- и видеотехника / Телевизоры
10220920,Плитка эл. наст. Centek CT-1514 Black,70116021,Плиты кухонные,Все товары / Бытовая техника / Крупная техника для кухни / Плиты / Плиты кухонные
10220921,Плитка эл. наст. Centek CT-1514 White,70116021,Плиты кухонные,Все товары / Бытовая техника / Крупная техника для кухни / Плиты / Плиты кухонные
10220922,Микроволновая печь BBK 17MWS-786S/B черный 17л 700 Вт кнопки,70513088,Микроволновые печи отдельно стоящие,Все товары / Бытовая техника / Мелкая техника для кухни / Приготовление блюд / Микроволновые печи / Микроволновые печи отдельно стоящие
10221236,Флэш-накопитель USB-C 32GB SANDISK SDDDC3-032G-G46,70045509,USB-флеш-накопители,Все товары / Компьютерная техника / Накопители / USB флэш / USB-флеш-накопители
10221315,Микроволновая печь 20L SOLO HORIZONT 20MW700-1378PKW,70513088,Микроволновые печи отдельно стоящие,Все товары / Бытовая техника / Мелкая техника для кухни / Приготовление блюд / Микроволновые печи / Микроволновые печи отдельно стоящие
10221317,Микроволновая печь 20L SOLO HORIZONT 20MW700-1379CXW,70513088,Микроволновые печи отдельно стоящие,Все товары / Бытовая техника / Мелкая техника для кухни / Приготовление блюд / Микроволновые печи / Микроволновые печи отдельно стоящие
10221364,AV1000 Комплект гигабитных Wi-Fi адаптеров Powerline со встроенной розеткой,70161137,Точки доступа,Все товары / Компьютерная техника / Сетевое оборудование / Оборудование Wi-Fi и Bluetooth / Точки доступа
10221463,Швейная машина JANOME 311PG,242704,Швейные машины,Все товары / Бытовая техника / Техника для дома / Швейное оборудование / Швейные машины
10221538,"Флеш-накопитель Transcend Твердотельный накопитель SSD Transcend 500GB, M.2 2280, PCIe Gen4x4, M-Key, 3D TLC, with Dram",16309373,Внутренние твердотельные накопители (SSD),Все товары / Компьютерная техника / Комплектующие / Внутренние твердотельные накопители (SSD)
10221695,"Инфракрасный обогреватель HINTEK IC-10, белый, 1000 Вт, 10 м2  05.214371",70185501,Обогреватели инфракрасные,Все товары / Бытовая техника / Климатическая техника / Обогреватели / Обогреватели инфракрасные
10221758,Маркер-краска Slim 2мм нитро-основа бел. MunHwa Б0048234,17879971,Разметочный инструмент,Все товары / Строительство и ремонт / Инструменты / Ручной инструмент / Разметочный инструмент
10221936,Хомут кабельный 2.5х100 нейл. черн. устойчивый к УФ (уп.100шт) HAUPA 262602,14420909,Кабельные стяжки,"Все товары / Строительство и ремонт / Электрика / Изделия для электромонтажа / Изделия для изоляции, крепления и маркировки / Кабельные стяжки"
10221981,Память ADATA 8GB DIMM 8GB 3200MHz PC25600 DDR4 AX4U32008G16A-SB10,191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10221988,Коммутатор UBIQUITI USW-24-POE 24PORT 1000M 2SFP POE,70296630,Коммутаторы,Все товары / Компьютерная техника / Сетевое оборудование / Проводные роутеры (маршрутизаторы) и коммутаторы / Коммутаторы
10221990,Коммутатор UBIQUITI USW-PRO-48-POE 48PORT 1000M 2SFP POE,70296630,Коммутаторы,Все товары / Компьютерная техника / Сетевое оборудование / Проводные роутеры (маршрутизаторы) и коммутаторы / Коммутаторы
10222005,Тостер на 2 ломтика SMEG TSF01PBEU пастельный голубой,90591,Тостеры,Все товары / Бытовая техника / Мелкая техника для кухни / Приготовление блюд / Тостеры
10222090,"Кронштейн для телевизора Hama FULLMOTION ""Professional"" черный 32""-65"" макс.40кг настенный поворот и наклон",90629,Кронштейны и стойки для телевизоров и аудиотехники,Все товары / Электроника / Аудио- и видеотехника / Аксессуары / Кронштейны и стойки
10222138,"МОНИТОР 27"" DELL U2722D Silver-Black с поворотом экрана (IPS, 2560x1440, 5 ms, 178°/178°, 350 cd/m, 1000:1, +HDMI 1.4",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222153,"Монитор AOC 31.5"" Value Line Q32P2 черный IPS LED 7ms 16:9 HDMI матовая 1000:1 250cd 178гр/178гр 2560x1440 D-Sub FHD",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222157,"МОНИТОР 23.8"" DELL U2422H Silver-Black с поворотом экрана (IPS, 1920x1080, 5 ms, 178°/178°, 250 cd/m, 1000:1, +HDMI 1.4",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222158,"МОНИТОР 23.6"" DELL S2422HG",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222159,"МОНИТОР 27"" DELL U2722DE Silver-Black с поворотом экрана (IPS, 2560x1440, 5 ms, 178°/178°, 350 cd/m, 1000:1, +HDMI 1.4",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222212,"Монитор Gigabyte 31.5"" G32QC A VA 2560x1440 165Hz 350cd/m2 16:9",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222217,"Монитор 34"" Samsung C34G55TWWI Black Сurved (LED, Wide, 3440x1440, 165Hz, 1ms, 178°/178°, 250 cd/m, 2500:1, +DP, +НDMI,",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222222,"Монитор 24"" Digma DM-MONF2410 темно-серый IPS 16:9 HDMI матовая 250cd 178гр/178гр 1920x1080 D-Sub DisplayPort 2.9кг",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222224,"Монитор 27"" AOC Q27V4EA IPS 2560x1440, 75 Гц, 4 мс, 16:9, 250 кд/м2, 1xHDMI, 1хDP, черный",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222225,"Монитор AOC 27"" Value Line U27V4EA черный IPS LED 4ms 16:9 HDMI матовая 1000:1 350cd 178гр/178гр 3840x2160 DisplayPort FHD 4.22кг",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10222234,Перфоратор ИНТЕРСКОЛ ПА-24/18В без АКК и ЗУ,61603789,Перфораторы аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Перфораторы / Перфораторы аккумуляторные
10222235,Аккумуляторная прямая шлифмашина ИНТЕРСКОЛ ПШМ-8/18ВЭ ИНТЕРСКОЛ,61082559,Граверы и прямошлифмашины аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Граверы (Прямошлифовальные машины) / Граверы и прямошлифмашины аккумуляторные
10222236,"Аккумуляторная угловая полировальная машина Интерскол УПМ-180/18ВЭ, без АКБ и ЗУ",60662926,Машины полировальные аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Полировальные машины / Машины полировальные аккумуляторные
10222244,"Угловая шлифмашина Интерскол УШМ-125/18ВЭ акк. Li-ion (картон, без аккум. и ЗУ)",63008266,Угловые шлифмашины аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины аккумуляторные
10222295,Угловая шлифовальная машина ИНТЕРСКОЛ УШМ-150/1300,63296222,Угловые шлифмашины сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины сетевые
10222298,"Морозильная камера LIEBHERR GN 3235-21 001 с системой NoFrost,  A++, 145 / 60,0 / 66,5 см",15450084,Морозильники отдельно стоящие,"Все товары / Бытовая техника / Крупная техника для кухни / Холодильники, морозильники, винные шкафы / Морозильники"
10222329,Угловая шлифмашина Интерскол УШМ-125/1200 (627.1.2.00),63296222,Угловые шлифмашины сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины сетевые
10222331,Угловая шлифмашина Интерскол УШМ-180/2000М (626.1.0.00),63296222,Угловые шлифмашины сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины сетевые
10222334,Угловая шлифмашина Интерскол УШМ-230/2000М (626.1.1.00),63296222,Угловые шлифмашины сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины сетевые
10222336,Угловая шлифмашина Интерскол УШМ-230/2600М (674.1.0.00),63296222,Угловые шлифмашины сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины сетевые
10222344,Дрель ударная ИНТЕРСКОЛ ДУ-13/750ЭР 546.1.0.00,62994971,Дрели и дрели-миксеры,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Дрели и строительные миксеры / Дрели и дрели-миксеры
10222346,"Дрель-шуруповерт ИНТЕРСКОЛ ДА-13/18ВК, Аккумуляторный, 18В, Без АКБ и ЗУ, Кейс",61599852,Дрели-шуруповерты аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шуруповерты / Дрели-шуруповерты аккумуляторные
10222347,"Дрель-шуруповерт ИНТЕРСКОЛ ДА-13/18ВК, Аккумуляторный, 18В, 2 АКБ, Кейс",61599852,Дрели-шуруповерты аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шуруповерты / Дрели-шуруповерты аккумуляторные
10222350,"Дрель-шуруповерт аккумуляторная ИНТЕРСКОЛ ДА-13/18ВК 575.2.2.70, 2 аккум., 2Ач, кейс, АПИ",61599852,Дрели-шуруповерты аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шуруповерты / Дрели-шуруповерты аккумуляторные
10222356,"Дрель-шуруповерт ИНТЕРСКОЛ ДАУ-13/18В, Аккумуляторный, 18В, Без АКБ и ЗУ, Ударный, Кейс",61599852,Дрели-шуруповерты аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шуруповерты / Дрели-шуруповерты аккумуляторные
10222360,Угловая шлифмашина Интерскол УШМ-230/2300 М (60.1.4.00),63296222,Угловые шлифмашины сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины сетевые
10222520,"Дрель-шуруповерт ИНТЕРСКОЛ ДА-12ЭР-02, Аккумуляторная, 12В, 2 АКБ, Кейс",61599852,Дрели-шуруповерты аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шуруповерты / Дрели-шуруповерты аккумуляторные
10222522,Лобзик ИНТЕРСКОЛ МП-85/700Э 556.1.0.00,61730754,Лобзики сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Лобзики / Лобзики сетевые
10222542,Автохолодильник Starwind CB-112 24л 48Вт,71467543,Автохолодильники,Все товары / Авто / Аксессуары и оборудование / Автомобильные холодильники / Автохолодильники
10222543,Автохолодильник Starwind CB-117 29л 48Вт,71467543,Автохолодильники,Все товары / Авто / Аксессуары и оборудование / Автомобильные холодильники / Автохолодильники
10222545,"Дрель-шуруповерт ИНТЕРСКОЛ ДА-18ЭР 436.2.2.20, Аккумуляторная, 18В, 2 АКБ, промо",61599852,Дрели-шуруповерты аккумуляторные,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шуруповерты / Дрели-шуруповерты аккумуляторные
10222554,Угловая шлифмашина Интерскол УШМ-115/900 (670.1.0.00),63296222,Угловые шлифмашины сетевые,Все товары / Строительство и ремонт / Инструменты / Электроинструменты / Шлифовальные машины / Угловые шлифмашинки (болгарки) / Угловые шлифмашины сетевые
10222556,"Бензопила Hyundai X 5320 2500Вт 3.4л.с. дл.шин.:20"" (50cm)",62730073,Бензопилы цепные,Все товары / Строительство и ремонт / Инструменты / Электро- и бензопилы / Электро- и бензопилы цепные / Бензопилы цепные
10222558,"Бензопила Парма БП 058/18 2200Вт 3л.с. дл.шин.:18"" (45cm)",62730073,Бензопилы цепные,Все товары / Строительство и ремонт / Инструменты / Электро- и бензопилы / Электро- и бензопилы цепные / Бензопилы цепные
10222563,Блендер погружной Philips HR2545/00 белый,70359370,Блендеры погружные,Все товары / Бытовая техника / Мелкая техника для кухни / Измельчение и смешивание / Блендеры / Блендеры погружные
10222566,Блендер стационарный Kitfort KT-3032-2 500Вт салатовый,70362130,Блендеры стационарные,Все товары / Бытовая техника / Мелкая техника для кухни / Измельчение и смешивание / Блендеры / Блендеры стационарные
10222670,Графический планшет Parblo A610 Plus V2 USB Type-C черный,91113,Графические планшеты,Все товары / Компьютерная техника / Периферийные устройства / Графические планшеты
10222834,"Коммутатор D-Link DGS-1008D/K2A, L2",70296630,Коммутаторы,Все товары / Компьютерная техника / Сетевое оборудование / Проводные роутеры (маршрутизаторы) и коммутаторы / Коммутаторы
10222841,"Телевизор LG 43"" 43UP76006LC, LCD",90639,Телевизоры,Все товары / Электроника / Аудио- и видеотехника / Телевизоры
10223048,Клавиатура Logitech Keyboard G915 TKL WHITE,14334315,Клавиатуры,Все товары / Компьютерная техника / Периферийные устройства / Клавиатуры
10223060,Мышь беспроводная Logitech MX Anywhere 3 pale grey (910-005989),70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223062,Мышь SVEN RX-515S серая,70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223065,"Мышь SVEN RX-113  (5+1кл. 800-2000DPI,  Soft Touch, каб. 1,5м, блист.)",70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223066,Мышь MSI Clutch GM50 черный оптическая (7200dpi) USB2.0,70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223085,Игровой набор клавиатура+мышь SVEN GS-9100 Игровой набор клавиатура+мышь SVEN GS-9100,723088,Комплекты клавиатур и мышей,Все товары / Компьютерная техника / Периферийные устройства / Комплекты клавиатур и мышей
10223089,"SVEN  Игровая мышь SVEN RX-G820 (6+1кл. 200-4800 DPI, ПО, SoftTouch, RGB-подсветка, игров. упак)",70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223090,"SVEN  Игровая мышь SVEN RX-G815 (6+1кл. 500-8000 DPI, ПО, SoftTouch, RGB-подсветка, игров. упак)",70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223092,Игровая мышь SVEN RX-G750 Игровая мышь SVEN RX-G750,70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223093,Игровая мышь Razer Pro Click Razer Pro Click Mouse,70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223094,Игровая мышь Razer Naga X,70422560,Мыши компьютерные,Все товары / Компьютерная техника / Периферийные устройства / Мыши / Мыши компьютерные
10223171,Конвектор Subtropic Mechanic напольный (с ножками) 1000Вт м/т SUB/EC-1000 EMR Subtropic НС-1102381,70183146,Конвекторы,Все товары / Бытовая техника / Климатическая техника / Обогреватели / Конвекторы
10223172,Конвектор Subtropic Mechanic напольный (с ножками) 1500Вт м/т SUB/EC-1500 EMR Subtropic НС-1102382,70183146,Конвекторы,Все товары / Бытовая техника / Климатическая техника / Обогреватели / Конвекторы
10223173,Конвектор Subtropic Mechanic напольный (с ножками) 2000Вт м/т SUB/EC-2000 EMR Subtropic НС-1102383,70183146,Конвекторы,Все товары / Бытовая техника / Климатическая техника / Обогреватели / Конвекторы
10223296,Cтиральная машина Indesit BWE 81282 L,70056735,Стиральные машины,Все товары / Бытовая техника / Техника для дома / Техника для ухода за одеждой / Стиральные машины / Стиральные машины
10223306,"Монитор HP P34hc G4 WQHD USB-C Curved (6GJ95AA,5DP31AA)",91052,Мониторы,Все товары / Компьютерная техника / Периферийные устройства / Мониторы
10223362,"Оперативная память Foxline, DDR4, 32GB (1x32 GB), 3200 MHz, CL22, SO-DIMM",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10223365,"Оперативная память Foxline, DDR4, 8GB (1x8 GB), 3200 MHz, CL22, DIMM",191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10223371,Память оперативная Kingston 8GB 1600MHz DDR3 Non-ECC CL11 SODIMM,191211,Оперативная память,Все товары / Компьютерная техника / Комплектующие / Оперативная память
10223382,"Ноутбук Lenovo ThinkPad E15 Gen 2-ITU, Core i3 1115G4/8Gb/SSD256Gb/Intel UHD Graphics/15.6"" IPS FHD (1920x1080)/noOS/black/WiFi/BT/Cam",91013,Ноутбуки,Все товары / Компьютерная техника / Компьютеры / Ноутбуки
10223403,Коммутатор Ubiquiti UniFi Switch Pro 48 PoE,70296630,Коммутаторы,Все товары / Компьютерная техника / Сетевое оборудование / Проводные роутеры (маршрутизаторы) и коммутаторы / Коммутаторы
10223490,Веб камера YEALINK UVC20,4684840,Веб-камеры,Все товары / Компьютерная техника / Периферийные устройства / Веб-камеры
10223505,Корпус Aerocool CS-106-S-BK-v1 черный без БП mATX 1x120mm 1xUSB2.0 1xUSB3.0 audio,91028,Компьютерные корпуса,Все товары / Компьютерная техника / Комплектующие / Корпуса
10223506,Корпус Aerocool CS-104-S-BK-v1 черный без БП mATX 1x120mm 1xUSB2.0 1xUSB3.0 audio,91028,Компьютерные корпуса,Все товары / Компьютерная техника / Комплектующие / Корпуса
10223508,Корпус Aerocool Atomic Lite-G-BK-v2 черный без БП mATX 1x120mm 2xUSB2.0 1xUSB3.0 audio,91028,Компьютерные корпуса,Все товары / Компьютерная техника / Комплектующие / Корпуса
10223509,Корпус Aerocool CS-107-A-BK-v1 черный без БП mATX 1x120mm 1xUSB2.0 1xUSB3.0 audio,91028,Компьютерные корпуса,Все товары / Компьютерная техника / Комплектующие / Корпуса
10223516,Мобильный телефон BQ 2810 BOOM XL Silver,91491,Мобильные телефоны,Все товары / Электроника / Телефоны / Мобильные телефоны
10223517,"Корпус ZALMAN Z8 MS (USB + 2xUSB 3.0, 2xAudio, 4x120мм FAN, ATX, без БП)",91028,Компьютерные корпуса,Все товары / Компьютерная техника / Комплектующие / Корпуса
10223552,"Корпус без блока питания Case Foxline FL-886 ATX case, black, w/o PSU, w/2xUSB3.0, w/o pwrcord, w/o FAN",91028,Компьютерные корпуса,Все товары / Компьютерная техника / Комплектующие / Корпуса
10223782,МФУ Brother DCPT720DW,70063179,МФУ,Все товары / Компьютерная техника / Оргтехника / Принтеры и МФУ / МФУ
10223966,"Телевизор Samsung 85"" UE85AU7100UXCE",90639,Телевизоры,Все товары / Электроника / Аудио- и видеотехника / Телевизоры
10224019,Блок питания SuperMicro 1U 340W Multi Output W/ PMBus PWS 24Pin,857707,Блоки питания для компьютеров,Все товары / Компьютерная техника / Комплектующие / Блоки питания
10224038,"Процессор AMD CPU EPYC 7413 (24C/48T, 2.65/3.6GHz Max Boost, 128MB, 180W, SP3) Tray",91019,Процессоры (CPU),Все товары / Компьютерная техника / Комплектующие / Процессоры (CPU)
10224049,"Швейная машина Comfort 333 18 операций, петля п/авт., верт.челнок",242704,Швейные машины,Все товары / Бытовая техника / Техника для дома / Швейное оборудование / Швейные машины
10224157,Игровая клавиатура Razer Blackwidow V3 Pro (Green Switch) Razer BlackWidow V3 Pro (Green Switch) - Russian Layout,14334315,Клавиатуры,Все товары / Компьютерная техника / Периферийные устройства / Клавиатуры
10224159,Клавиатура Razer Huntsman V2 Analog механическая черный USB Multimedia for gamer LED (подставка для запястий),14334315,Клавиатуры,Все товары / Компьютерная техника / Периферийные устройства / Клавиатуры
10224160,"Игровая клавиатура SVEN KB-G7400 (87кл., 12 Fn функций, подсветка) Игровая клавиатура SVEN KB-G7400 (87кл., 12 Fn функций, подсветка)",14334315,Клавиатуры,Все товары / Компьютерная техника / Периферийные устройства / Клавиатуры
10224212,Игровая клавиатура SVEN KB-G8300 Игровая клавиатура SVEN KB-G8300,14334315,Клавиатуры,Все товары / Компьютерная техника / Периферийные устройства / Клавиатуры
10224234,"Швейная машина Comfort 2540 25 операции, петля п/авт.,верт.челнок",242704,Швейные машины,Все товары / Бытовая техника / Техника для дома / Швейное оборудование / Швейные машины
10224236,"Швейная машина Comfort 125 19 операций, петля п/авт., гор. челнок",242704,Швейные машины,Все товары / Бытовая техника / Техника для дома / Швейное оборудование / Швейные машины
10224250,Гарнитура Razer Blackshark V2 X Razer Blackshark V2 X Headset,90555,Наушники и гарнитуры,Все товары / Электроника / Портативная техника / Наушники и гарнитуры
10224251,Гарнитура Razer Kaira for Xbox Razer Kaira for Xbox,90555,Наушники и гарнитуры,Все товары / Электроника / Портативная техника / Наушники и гарнитуры
10224252,Гарнитура Razer Kaira Pro for Xbox Razer Kaira Pro for Xbox,90555,Наушники и гарнитуры,Все товары / Электроника / Портативная техника / Наушники и гарнитуры
10224253,Гарнитура Razer Kraken Kitty Ed. - Quartz Razer Kraken Kitty Ed. - Quartz- USB Surround Sound Headset,90555,Наушники и гарнитуры,Все товары / Электроника / Портативная техника / Наушники и гарнитуры
10224277,Вакуумный упаковщик АКСИОН ВК-11,70496770,Упаковщики вакуумные бытовые,Все товары / Бытовая техника / Мелкая техника для кухни / Прочая техника / Упаковщики вакуумные бытовые
10224376,"Мясорубка РОТОР КЛАССИК -р ЭМШ35/300-4, с овощерезкой",90588,Мясорубки электрические,Все товары / Бытовая техника / Мелкая техника для кухни / Измельчение и смешивание / Мясорубки
10224380,Сушка для овощей и фруктов РОТОР СШ-002-12 с 5 решетами в цветной упаковке,1564516,"Электросушилки для овощей, фруктов, грибов","Все товары / Бытовая техника / Мелкая техника для кухни / Приготовление блюд / Электросушилки для овощей, фруктов, грибов"
10224384,Посудомоечная машина HIBERG F48 1030 W белая,70245172,Посудомоечные машины отдельно стоящие,Все товары / Бытовая техника / Крупная техника для кухни / Посудомоечные машины / Посудомоечные машины отдельно стоящие
10224606,Вентилятор напольный Scarlett SC-SF111RC09 (черный),90565,Вентиляторы бытовые,Все товары / Бытовая техника / Климатическая техника / Вентиляторы
10224623,Вентилятор напольный Scarlett SC-SF111B27 (серый),90565,Вентиляторы бытовые,Все товары / Бытовая техника / Климатическая техника / Вентиляторы
10224630,Тостер Philips HD2582/00 белый,90591,Тостеры,Все товары / Бытовая техника / Мелкая техника для кухни / Приготовление блюд / Тостеры
10224631,Микроволновая печь Samsung MS20A7013AB/BW черный (встраиваемая),70428769,Микроволновые печи встраиваемые,Все товары / Бытовая техника / Мелкая техника для кухни / Приготовление блюд / Микроволновые печи / Микроволновые печи встраиваемые
